0_level_0_Rk,1_level_0_Player,2_level_0_Nation,3_level_0_Pos,4_level_0_Squad,5_level_0_Comp,6_level_0_Age,7_level_0_Born,8_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,19_level_0_Matches
2421,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,33,1993.0,20.3,7,52,20,38.5,2.56,0.99,0.1,0.25,2,3,Matches
2422,Arthur Theate,be BEL,DF,Eintracht Frankfurt,de Bundesliga,25,2000.0,18.9,1,9,4,44.4,0.48,0.21,0.11,0.25,0,0,Matches
2423,Thiago,br BRA,FW,Brentford,eng Premier League,24,2001.0,25.5,17,63,34,54.0,2.47,1.34,0.17,0.32,6,7,Matches
2424,Malick Thiaw,de GER,DF,Newcastle United,eng Premier League,24,2001.0,22.5,4,22,10,45.5,0.98,0.44,0.18,0.4,0,0,Matches
2425,Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,23,2002.0,14.1,3,21,10,47.6,1.49,0.71,0.14,0.3,0,0,Matches
2426,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,32,1993.0,21.3,2,28,8,28.6,1.31,0.38,0.07,0.25,0,0,Matches
2427,Morten Thorsby,no NOR,MF,Genoa,it Serie A,29,1996.0,8.1,2,10,4,40.0,1.23,0.49,0.2,0.5,0,0,Matches
2428,Morten Thorsby,no NOR,MF,Cremonese,it Serie A,29,1996.0,3.0,1,8,3,37.5,2.67,1.0,0.13,0.33,0,0,Matches
2429,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,26,1999.0,16.3,2,26,8,30.8,1.59,0.49,0.08,0.25,0,0,Matches
2430,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24,2001.0,19.7,1,34,11,32.4,1.72,0.56,0.03,0.09,0,0,Matches
2431,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28,1997.0,13.9,7,51,21,41.2,3.66,1.51,0.14,0.33,0,0,Matches
2432,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,fr Ligue 1,26,1999.0,10.7,0,8,4,50.0,0.74,0.37,0.0,0.0,0,0,Matches
2433,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28,1997.0,14.4,0,17,4,23.5,1.18,0.28,0.0,0.0,0,0,Matches
2434,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,28,1997.0,2.2,1,6,3,50.0,2.73,1.36,0.17,0.33,0,0,Matches
2435,Phillip Tietz,de GER,FW,Mainz 05,de Bundesliga,28,1997.0,7.6,1,21,9,42.9,2.76,1.18,0.05,0.11,0,1,Matches
2436,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23,2002.0,14.7,4,25,6,24.0,1.7,0.41,0.16,0.67,0,0,Matches
2437,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24,2001.0,24.9,2,23,5,21.7,0.93,0.2,0.09,0.4,0,0,Matches
2438,Quinten Timber,nl NED,MF,Marseille,fr Ligue 1,24,2001.0,4.5,0,4,1,25.0,0.88,0.22,0.0,0.0,0,0,Matches
2439,Jean-Clair Todibo,fr FRA,DF,West Ham United,eng Premier League,26,1999.0,16.9,0,2,0,0.0,0.12,0.0,0.0,,0,0,Matches
2440,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21,2004.0,1.5,0,2,0,0.0,1.32,0.0,0.0,,0,0,Matches
2441,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,31,1994.0,17.6,5,37,18,48.6,2.1,1.02,0.14,0.28,0,1,Matches
2442,Jeremy Toljan,de GER,DF,Levante,es La Liga,31,1994.0,22.9,1,6,1,16.7,0.26,0.04,0.17,1.0,0,0,Matches
2443,Tiago Tomás,pt POR,MF,Stuttgart,de Bundesliga,23,2002.0,7.6,3,26,8,30.8,3.41,1.05,0.12,0.38,0,0,Matches
2444,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,28,1997.0,20.7,0,8,2,25.0,0.39,0.1,0.0,0.0,0,0,Matches
2445,Sandro Tonali,it ITA,MF,Newcastle United,eng Premier League,25,2000.0,20.7,0,25,6,24.0,1.21,0.29,0.0,0.0,0,0,Matches
2446,Keke Topp,de GER,FW,Werder Bremen,de Bundesliga,21,2004.0,5.8,1,19,2,10.5,3.25,0.34,0.05,0.5,0,0,Matches
2447,Pablo Torre,es ESP,MF,Mallorca,es La Liga,22,2003.0,8.7,1,8,4,50.0,0.91,0.46,0.13,0.25,0,0,Matches
2448,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,19,2007.0,0.6,0,0,0,,0.0,0.0,,,0,0,Matches
2449,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,25,2000.0,15.4,12,54,27,50.0,3.5,1.75,0.22,0.44,0,0,Matches
2450,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,29,1997.0,13.4,0,6,0,0.0,0.45,0.0,0.0,,0,0,Matches
2451,Lucas Torró,es ESP,MF,Osasuna,es La Liga,31,1994.0,18.4,0,17,5,29.4,0.92,0.27,0.0,0.0,0,0,Matches
2452,Jordan Torunarigha,de GER,DF,Hamburger SV,de Bundesliga,28,1997.0,11.8,0,1,1,100.0,0.09,0.09,0.0,0.0,0,0,Matches
2453,Alex Tóth,hu HUN,MF,Bournemouth,eng Premier League,20,2005.0,0.8,0,1,0,0.0,1.32,0.0,0.0,,0,0,Matches
2454,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,31,1994.0,8.2,2,13,4,30.8,1.58,0.49,0.15,0.5,0,1,Matches
2455,Alpha Touré,sn SEN,"MF,DF",Metz,fr Ligue 1,20,2006.0,12.4,0,10,1,10.0,0.81,0.08,0.0,0.0,0,0,Matches
2456,Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,de Bundesliga,19,2006.0,15.9,2,26,8,30.8,1.64,0.5,0.08,0.25,0,0,Matches
2457,Idrissa Touré,de GER,MF,Pisa,it Serie A,27,1998.0,21.3,1,27,7,25.9,1.27,0.33,0.04,0.14,0,0,Matches
2458,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,21,2005.0,0.6,0,0,0,,0.0,0.0,,,0,0,Matches
2459,Lucas Tousart,fr FRA,MF,Brest,fr Ligue 1,28,1997.0,5.1,0,5,2,40.0,0.99,0.4,0.0,0.0,0,0,Matches
2460,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23,2002.0,3.0,0,0,0,,0.0,0.0,,,0,0,Matches
2461,Mattéo Tramoni,fr FRA,"MF,FW",Pisa,it Serie A,26,2000.0,13.6,2,24,7,29.2,1.77,0.52,0.04,0.14,1,1,Matches
2462,Adama Traoré,es ESP,"FW,MF",West Ham United,eng Premier League,30,1996.0,0.1,0,1,0,0.0,7.5,0.0,0.0,,0,0,Matches
2463,Adama Traoré,es ESP,MF,Fulham,eng Premier League,30,1996.0,3.0,0,5,1,20.0,1.64,0.33,0.0,0.0,0,0,Matches
2464,Bertrand Traoré,bf BFA,"MF,FW",Sunderland,eng Premier League,30,1995.0,6.8,1,12,6,50.0,1.78,0.89,0.08,0.17,0,0,Matches
2465,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,24,2001.0,13.7,1,17,3,17.6,1.24,0.22,0.06,0.33,0,0,Matches
2466,Hamari Traoré,ml MLI,DF,Paris FC,fr Ligue 1,34,1992.0,9.6,0,4,0,0.0,0.42,0.0,0.0,,0,0,Matches
2467,Omar Traoré,de GER,"DF,MF",Heidenheim,de Bundesliga,28,1998.0,14.1,0,8,1,12.5,0.57,0.07,0.0,0.0,0,0,Matches
2468,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35,1990.0,12.0,0,0,0,,0.0,0.0,,,0,0,Matches
2469,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,37,1988.0,0.6,0,1,1,100.0,1.58,1.58,0.0,0.0,0,0,Matches
2470,Yael Trepy,,FW,Cagliari,it Serie A,nan,,0.5,1,3,1,33.3,6.59,2.2,0.33,1.0,0,0,Matches
2471,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,26,1999.0,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
2472,Philipp Treu,de GER,"DF,MF",Freiburg,de Bundesliga,25,2000.0,16.0,1,11,3,27.3,0.69,0.19,0.09,0.33,0,0,Matches
2473,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,de Bundesliga,38,1987.0,14.8,0,3,0,0.0,0.2,0.0,0.0,,0,0,Matches
2474,Kieran Trippier,eng ENG,DF,Newcastle United,eng Premier League,35,1990.0,13.6,0,1,0,0.0,0.07,0.0,0.0,,0,0,Matches
2475,Mariano Troilo,ar ARG,DF,Parma,it Serie A,22,2003.0,7.4,1,4,1,25.0,0.54,0.14,0.25,1.0,0,0,Matches
2476,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,31,1994.0,17.7,5,42,11,26.2,2.38,0.62,0.12,0.45,0,0,Matches
2477,Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,24,2001.0,26.5,0,11,1,9.1,0.41,0.04,0.0,0.0,0,0,Matches
2478,Kostas Tsimikas,gr GRE,MF,Roma,it Serie A,29,1996.0,4.6,0,5,0,0.0,1.09,0.0,0.0,,0,0,Matches
2479,Heorhii Tsitaishvili,ge GEO,"MF,FW",Metz,fr Ligue 1,25,2000.0,18.1,2,20,4,20.0,1.11,0.22,0.1,0.5,0,0,Matches
2480,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,28,1997.0,15.5,4,24,12,50.0,1.55,0.78,0.17,0.33,0,0,Matches
2481,Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,28,1997.0,10.3,1,2,1,50.0,0.19,0.1,0.5,1.0,0,0,Matches
2482,Kareem Tunde,es ESP,MF,Levante,es La Liga,20,2005.0,6.4,0,9,1,11.1,1.41,0.16,0.0,0.0,0,0,Matches
2483,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24,2001.0,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
2484,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,24,2002.0,7.6,0,13,3,23.1,1.71,0.39,0.0,0.0,0,0,Matches
2485,Stefanos Tzimas,gr GRE,FW,Brighton,eng Premier League,20,2006.0,1.5,1,4,1,25.0,2.59,0.65,0.25,1.0,0,0,Matches
2486,Christantus Uche,ng NGA,FW,Crystal Palace,eng Premier League,22,2003.0,1.8,0,5,2,40.0,2.76,1.1,0.0,0.0,0,0,Matches
2487,Christantus Uche,ng NGA,FW,Getafe,es La Liga,22,2003.0,3.0,1,6,1,16.7,2.0,0.33,0.17,1.0,0,0,Matches
2488,Destiny Udogie,it ITA,"DF,MF",Tottenham Hotspur,eng Premier League,23,2002.0,8.9,0,3,1,33.3,0.34,0.11,0.0,0.0,0,0,Matches
2489,Matthieu Udol,fr FRA,"MF,DF",Lens,fr Ligue 1,29,1996.0,22.9,0,23,7,30.4,1.01,0.31,0.0,0.0,0,0,Matches
2490,Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,24,2001.0,8.4,0,9,1,11.1,1.07,0.12,0.0,0.0,0,0,Matches
2491,Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,21,2004.0,19.7,3,19,7,36.8,0.97,0.36,0.16,0.43,0,0,Matches
2492,Filip Ugrinic,ch SUI,MF,Valencia,es La Liga,27,1999.0,9.2,0,9,1,11.1,0.98,0.11,0.0,0.0,0,0,Matches
2493,Lukas Ullrich,de GER,"MF,DF",Gladbach,de Bundesliga,21,2004.0,11.7,0,7,2,28.6,0.6,0.17,0.0,0.0,0,0,Matches
2494,Enes Ünal,tr TUR,FW,Bournemouth,eng Premier League,28,1997.0,1.8,1,8,2,25.0,4.47,1.12,0.13,0.5,0,0,Matches
2495,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,29,1996.0,15.5,13,83,32,38.6,5.36,2.07,0.16,0.41,0,0,Matches
2496,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,27,1998.0,15.1,1,7,2,28.6,0.46,0.13,0.14,0.5,0,0,Matches
2497,Jan Urbich,de GER,DF,Gladbach,de Bundesliga,21,2004.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
2498,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22,2003.0,5.5,0,0,0,,0.0,0.0,,,0,0,Matches
2499,Can Uzun,tr TUR,MF,Eintracht Frankfurt,de Bundesliga,20,2005.0,8.9,6,27,10,37.0,3.04,1.13,0.19,0.5,1,1,Matches
2500,Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,25,2000.0,15.6,1,19,11,57.9,1.21,0.7,0.05,0.09,0,0,Matches
2501,Victor Valdepeñas,es ESP,DF,Real Madrid,es La Liga,19,2006.0,0.9,0,0,0,,0.0,0.0,,,0,0,Matches
2502,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,27,1999.0,18.0,0,15,4,26.7,0.83,0.22,0.0,0.0,0,0,Matches
2503,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,31,1994.0,15.5,1,12,3,25.0,0.77,0.19,0.08,0.33,0,0,Matches
2504,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,24,2001.0,9.2,0,6,3,50.0,0.65,0.33,0.0,0.0,0,0,Matches
2505,Germán Valera,es ESP,"MF,DF",Elche,es La Liga,23,2002.0,20.8,4,19,7,36.8,0.91,0.34,0.21,0.57,0,0,Matches
2506,Emanuele Valeri,it ITA,"MF,DF",Parma,it Serie A,27,1998.0,18.6,0,15,3,20.0,0.81,0.16,0.0,0.0,0,0,Matches
2507,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,30,1995.0,25.0,0,13,6,46.2,0.52,0.24,0.0,0.0,0,0,Matches
2508,Álex Valle,es ESP,DF,Como,it Serie A,21,2004.0,17.3,0,8,0,0.0,0.46,0.0,0.0,,0,0,Matches
2509,Álvaro Vallés,es ESP,GK,Real Betis,es La Liga,28,1997.0,17.0,0,0,0,,0.0,0.0,,,0,0,Matches
2510,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,27,1998.0,22.0,1,33,10,30.3,1.5,0.46,0.03,0.1,0,0,Matches
2511,Ignace Van Der Brempt,be BEL,"DF,MF",Como,it Serie A,23,2002.0,5.3,0,1,0,0.0,0.19,0.0,0.0,,0,0,Matches
2512,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,34,1991.0,27.0,2,19,7,36.8,0.7,0.26,0.11,0.29,0,0,Matches
2513,Vladyslav Vanat,ua UKR,FW,Girona,es La Liga,24,2002.0,17.3,7,22,15,68.2,1.27,0.87,0.18,0.27,3,3,Matches
2514,Jari Vandeputte,be BEL,MF,Cremonese,it Serie A,30,1996.0,14.9,0,12,5,41.7,0.81,0.34,0.0,0.0,0,0,Matches
2515,Vanderson,br BRA,"DF,MF",Monaco,fr Ligue 1,24,2001.0,6.7,0,3,0,0.0,0.45,0.0,0.0,,0,0,Matches
2516,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,23,2002.0,1.7,0,0,0,,0.0,0.0,,,0,0,Matches
2517,Charles Vanhoutte,be BEL,MF,Nice,fr Ligue 1,27,1998.0,15.2,0,3,1,33.3,0.2,0.07,0.0,0.0,0,0,Matches
2518,Jamie Vardy,eng ENG,FW,Cremonese,it Serie A,39,1987.0,18.8,5,20,10,50.0,1.06,0.53,0.25,0.5,0,0,Matches
2519,Obed Vargas,mx MEX,MF,Atlético Madrid,es La Liga,20,2005.0,0.6,0,0,0,,0.0,0.0,,,0,0,Matches
2520,Ruben Vargas,ch SUI,MF,Sevilla,es La Liga,27,1998.0,9.7,3,22,5,22.7,2.27,0.52,0.09,0.4,1,1,Matches
2521,Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,30,1995.0,23.0,0,0,0,,0.0,0.0,,,0,0,Matches
2522,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,27,1998.0,25.8,0,22,5,22.7,0.85,0.19,0.0,0.0,0,0,Matches
2523,Denis Vavro,sk SVK,DF,Wolfsburg,de Bundesliga,29,1996.0,6.2,1,6,3,50.0,0.97,0.48,0.17,0.33,0,0,Matches
2524,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,27,1998.0,18.9,2,22,3,13.6,1.16,0.16,0.05,0.33,1,3,Matches
2525,Robinio Vaz,fr FRA,FW,Roma,it Serie A,19,2007.0,0.7,0,3,1,33.3,4.03,1.34,0.0,0.0,0,0,Matches
2526,Robinio Vaz,fr FRA,FW,Marseille,fr Ligue 1,19,2007.0,4.2,4,8,6,75.0,1.9,1.42,0.5,0.67,0,0,Matches
2527,Franco Vázquez,ar ARG,"FW,MF",Cremonese,it Serie A,37,1989.0,5.8,1,12,4,33.3,2.06,0.69,0.08,0.25,0,0,Matches
2528,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,23,2003.0,7.4,0,6,2,33.3,0.82,0.27,0.0,0.0,0,0,Matches
2529,Lucas Vázquez,es ESP,MF,Leverkusen,de Bundesliga,34,1991.0,4.4,1,3,1,33.3,0.69,0.23,0.33,1.0,0,0,Matches
2530,Luis Vázquez,ar ARG,FW,Getafe,es La Liga,25,2001.0,4.4,2,8,4,50.0,1.82,0.91,0.25,0.5,0,0,Matches
2531,Matías Vecino,uy URU,MF,Lazio,it Serie A,34,1991.0,6.7,0,7,1,14.3,1.04,0.15,0.0,0.0,0,0,Matches
2532,Matías Vecino,uy URU,MF,Celta Vigo,es La Liga,34,1991.0,0.8,0,2,0,0.0,2.54,0.0,0.0,,0,0,Matches
2533,Danilo Veiga,pt POR,DF,Lecce,it Serie A,23,2002.0,22.1,0,6,2,33.3,0.27,0.09,0.0,0.0,0,0,Matches
2534,Renato Veiga,pt POR,DF,Villarreal,es La Liga,22,2003.0,18.4,0,8,3,37.5,0.44,0.16,0.0,0.0,0,0,Matches
2535,Joël Veltman,nl NED,DF,Brighton,eng Premier League,34,1992.0,9.0,1,3,1,33.3,0.33,0.11,0.33,1.0,0,0,Matches
2536,Micky van de Ven,nl NED,DF,Tottenham Hotspur,eng Premier League,24,2001.0,24.9,4,15,6,40.0,0.6,0.24,0.27,0.67,0,0,Matches
2537,Unai Vencedor Paris,es ESP,MF,Levante,es La Liga,25,2000.0,8.9,0,0,0,,0.0,0.0,,,0,0,Matches
2538,Lorenzo Venturino,it ITA,FW,Genoa,it Serie A,19,2006.0,0.4,0,1,1,100.0,2.25,2.25,0.0,0.0,0,0,Matches
2539,Lorenzo Venturino,it ITA,FW,Roma,it Serie A,19,2006.0,1.1,0,2,0,0.0,1.84,0.0,0.0,,0,0,Matches
2540,Nikolas Veratschnig,at AUT,"MF,DF",Mainz 05,de Bundesliga,23,2003.0,4.7,0,3,1,33.3,0.63,0.21,0.0,0.0,0,0,Matches
2541,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,23,2002.0,27.0,0,0,0,,0.0,0.0,,,0,0,Matches
2542,Calvin Verdonk,id IDN,DF,Lille,fr Ligue 1,28,1997.0,5.2,0,2,0,0.0,0.39,0.0,0.0,,0,0,Matches
2543,Antonio Vergara,it ITA,MF,Napoli,it Serie A,23,2003.0,5.3,1,9,3,33.3,1.69,0.56,0.11,0.33,0,0,Matches
2544,Arthur Vermeeren,be BEL,MF,Marseille,fr Ligue 1,21,2005.0,6.8,0,2,0,0.0,0.29,0.0,0.0,,0,0,Matches
2545,Ioan Vermeșan,ro ROU,FW,Hellas Verona,it Serie A,19,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
2546,Jozhua Vertrouwd,nl NED,DF,Rayo Vallecano,es La Liga,21,2004.0,3.1,0,1,0,0.0,0.33,0.0,0.0,,0,0,Matches
2547,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,32,1993.0,3.5,0,2,0,0.0,0.58,0.0,0.0,,0,0,Matches
2548,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,eng Premier League,29,1996.0,27.0,0,0,0,,0.0,0.0,,,0,0,Matches
2549,Carlos Vicente,es ESP,MF,Alavés,es La Liga,26,1999.0,14.0,5,12,6,50.0,0.86,0.43,0.17,0.33,3,3,Matches
2550,Nacho Vidal,es ESP,DF,Oviedo,es La Liga,31,1995.0,13.8,0,8,3,37.5,0.58,0.22,0.0,0.0,0,0,Matches
2551,Fabio Vieira,pt POR,"MF,FW",Hamburger SV,de Bundesliga,25,2000.0,13.7,3,37,10,27.0,2.69,0.73,0.05,0.2,1,1,Matches
2552,Julián Vignolo,ar ARG,FW,Toulouse,fr Ligue 1,19,2006.0,1.5,2,7,6,85.7,4.6,3.94,0.29,0.33,0,0,Matches
2553,Gonzalo Villar,es ESP,MF,Elche,es La Liga,27,1998.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
2554,Federico Viñas,uy URU,"FW,MF",Oviedo,es La Liga,27,1998.0,15.1,5,29,13,44.8,1.93,0.86,0.14,0.31,1,1,Matches
2555,Jan Virgili,es ESP,MF,Mallorca,es La Liga,19,2006.0,15.0,0,24,10,41.7,1.6,0.67,0.0,0.0,0,0,Matches
2556,Mattia Viti,it ITA,"MF,DF",Fiorentina,it Serie A,24,2002.0,2.9,0,0,0,,0.0,0.0,,,0,0,Matches
2557,Martin Vitík,cz CZE,DF,Bologna,it Serie A,23,2003.0,9.4,0,6,0,0.0,0.64,0.0,0.0,,0,0,Matches
2558,Vitinha,pt POR,"FW,MF",Genoa,it Serie A,25,2000.0,16.8,3,44,14,31.8,2.61,0.83,0.07,0.21,0,0,Matches
2559,Vitinha,pt POR,MF,Paris Saint-Germain,fr Ligue 1,26,2000.0,18.6,1,28,10,35.7,1.5,0.54,0.04,0.1,0,0,Matches
2560,Rayan Vitor,br BRA,MF,Bournemouth,eng Premier League,19,2006.0,3.2,2,9,3,33.3,2.81,0.94,0.22,0.67,0,0,Matches
2561,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,26,1999.0,19.3,0,11,4,36.4,0.57,0.21,0.0,0.0,0,0,Matches
2562,Odysseas Vlachodimos,gr GRE,GK,Sevilla,es La Liga,31,1994.0,21.0,0,0,0,,0.0,0.0,,,0,0,Matches
2563,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,26,2000.0,7.6,3,30,11,36.7,3.97,1.46,0.07,0.18,1,1,Matches
2564,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,28,1997.0,22.0,6,29,10,34.5,1.32,0.45,0.1,0.3,3,3,Matches
2565,Mërgim Vojvoda,xk KVX,"MF,DF",Como,it Serie A,31,1995.0,14.9,2,17,7,41.2,1.14,0.47,0.12,0.29,0,0,Matches
2566,Cristian Volpato,it ITA,FW,Sassuolo,it Serie A,22,2003.0,7.1,1,10,3,30.0,1.42,0.43,0.1,0.33,0,0,Matches
2567,Alexis Vossah,fr FRA,MF,Toulouse,fr Ligue 1,17,2008.0,6.8,1,7,2,28.6,1.04,0.3,0.14,0.5,0,0,Matches
2568,Aster Vranckx,be BEL,MF,Sassuolo,it Serie A,23,2002.0,6.6,0,3,1,33.3,0.46,0.15,0.0,0.0,0,0,Matches
2569,Stefan de Vrij,nl NED,DF,Inter,it Serie A,34,1992.0,3.7,0,4,1,25.0,1.08,0.27,0.0,0.0,0,0,Matches
2570,İsak Vural,tr TUR,MF,Pisa,it Serie A,19,2006.0,4.8,0,3,0,0.0,0.62,0.0,0.0,,0,0,Matches
2571,Luka Vušković,hr CRO,DF,Hamburger SV,de Bundesliga,18,2007.0,19.0,4,22,6,27.3,1.16,0.32,0.18,0.67,0,0,Matches
2572,Yannik Wagner,de GER,FW,Heidenheim,de Bundesliga,18,2007.0,0.5,0,1,0,0.0,1.84,0.0,0.0,,0,0,Matches
2573,Elye Wahi,fr FRA,FW,Nice,fr Ligue 1,23,2003.0,4.1,3,10,7,70.0,2.43,1.7,0.3,0.43,0,0,Matches
2574,Elye Wahi,fr FRA,FW,Eintracht Frankfurt,de Bundesliga,23,2003.0,3.6,0,7,3,42.9,1.94,0.83,0.0,0.0,0,0,Matches
2575,Hauke Wahl,de GER,DF,St Pauli,de Bundesliga,31,1994.0,18.5,2,6,4,66.7,0.32,0.22,0.33,0.5,0,0,Matches
2576,Luca Waldschmidt,de GER,"FW,MF",Köln,de Bundesliga,29,1996.0,5.0,3,13,7,53.8,2.61,1.4,0.15,0.29,1,1,Matches
2577,Kyle Walker,eng ENG,"DF,MF",Burnley,eng Premier League,35,1990.0,25.3,0,3,0,0.0,0.12,0.0,0.0,,0,0,Matches
2578,Kyle Walker-Peters,eng ENG,DF,West Ham United,eng Premier League,28,1997.0,10.7,1,5,3,60.0,0.47,0.28,0.2,0.33,0,0,Matches
2579,Sebastian Walukiewicz,pl POL,DF,Sassuolo,it Serie A,25,2000.0,23.7,0,6,0,0.0,0.25,0.0,0.0,,0,0,Matches
2580,Aaron Wan-Bissaka,cd COD,"DF,MF",West Ham United,eng Premier League,28,1997.0,17.2,0,0,0,,0.0,0.0,,,0,0,Matches
2581,James Ward-Prowse,eng ENG,MF,West Ham United,eng Premier League,31,1994.0,4.6,0,2,0,0.0,0.44,0.0,0.0,,0,0,Matches
2582,James Ward-Prowse,eng ENG,MF,Burnley,eng Premier League,31,1994.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
2583,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,30,1995.0,22.1,8,54,23,42.6,2.44,1.04,0.15,0.35,0,0,Matches
2584,Tom Watson,eng ENG,MF,Brighton,eng Premier League,19,2006.0,0.7,0,1,1,100.0,1.45,1.45,0.0,0.0,0,0,Matches
2585,Timothy Weah,us USA,"MF,DF",Marseille,fr Ligue 1,26,2000.0,16.7,2,18,8,44.4,1.08,0.48,0.11,0.25,0,0,Matches
2586,Tobias Weigel,de GER,FW,Heidenheim,de Bundesliga,18,2007.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
2587,Nelson Weiper,de GER,FW,Mainz 05,de Bundesliga,20,2005.0,5.2,0,9,5,55.6,1.75,0.97,0.0,0.0,0,0,Matches
2588,Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,35,1990.0,17.1,9,35,16,45.7,2.04,0.93,0.23,0.5,1,3,Matches
2589,Timo Werner,de GER,"FW,MF",RB Leipzig,de Bundesliga,29,1996.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
2590,Wesley,br BRA,MF,Roma,it Serie A,22,2003.0,21.7,3,21,9,42.9,0.97,0.41,0.14,0.33,0,0,Matches
2591,Wesley,br BRA,MF,Real Sociedad,es La Liga,20,2005.0,0.7,0,0,0,,0.0,0.0,,,0,0,Matches
2592,Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,22,2004.0,22.1,0,22,3,13.6,1.0,0.14,0.0,0.0,0,0,Matches
2593,Ben White,eng ENG,DF,Arsenal,eng Premier League,28,1997.0,4.6,0,4,1,25.0,0.88,0.22,0.0,0.0,0,0,Matches
2594,Silvan Widmer,ch SUI,MF,Mainz 05,de Bundesliga,32,1993.0,12.9,2,17,3,17.6,1.31,0.23,0.12,0.67,0,0,Matches
2595,Mats Wieffer,nl NED,DF,Brighton,eng Premier League,26,1999.0,13.8,0,11,2,18.2,0.8,0.14,0.0,0.0,0,0,Matches
2596,Iñaki Williams,gh GHA,"MF,FW",Athletic Club,es La Liga,31,1994.0,12.9,1,36,12,33.3,2.78,0.93,0.0,0.0,1,1,Matches
2597,Neco Williams,wls WAL,DF,Nottingham Forest,eng Premier League,24,2001.0,25.5,1,31,13,41.9,1.22,0.51,0.03,0.08,0,0,Matches
