0_level_0_Rk,1_level_0_Player,2_level_0_Nation,3_level_0_Pos,4_level_0_Squad,5_level_0_Comp,6_level_0_Age,7_level_0_Born,8_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,19_level_0_Matches
2244,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,26,1999.0,17.0,3,24,6,25.0,1.41,0.35,0.13,0.5,0,0,Matches
2245,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,26,2000.0,22.4,2,37,13,35.1,1.65,0.58,0.0,0.0,2,3,Matches
2246,Isaac Schmidt,ch SUI,MF,Werder Bremen,de Bundesliga,26,1999.0,5.9,1,4,2,50.0,0.68,0.34,0.25,0.5,0,0,Matches
2247,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27,1998.0,10.6,0,4,0,0.0,0.38,0.0,0.0,,0,0,Matches
2248,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26,1999.0,16.1,1,18,5,27.8,1.12,0.31,0.06,0.2,0,0,Matches
2249,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30,1995.0,23.0,0,0,0,,0.0,0.0,,,0,0,Matches
2250,Léo Scienza,br BRA,MF,Heidenheim,de Bundesliga,27,1998.0,2.0,1,4,1,25.0,2.0,0.5,0.25,1.0,0,0,Matches
2251,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22,2003.0,21.7,2,31,9,29.0,1.43,0.42,0.06,0.22,0,0,Matches
2252,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29,1996.0,7.0,0,0,0,,0.0,0.0,,,0,0,Matches
2253,Sebastian Sebulonsen,no NOR,"DF,MF",Köln,de Bundesliga,26,2000.0,20.8,0,24,3,12.5,1.16,0.14,0.0,0.0,0,0,Matches
2254,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22,2003.0,1.5,0,0,0,,0.0,0.0,,,0,0,Matches
2255,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22,2003.0,7.6,0,2,0,0.0,0.26,0.0,0.0,,0,0,Matches
2256,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25,2000.0,9.1,0,4,1,25.0,0.44,0.11,0.0,0.0,0,0,Matches
2257,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24,2001.0,21.5,0,13,3,23.1,0.6,0.14,0.0,0.0,0,0,Matches
2258,Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25,2000.0,19.2,0,13,4,30.8,0.68,0.21,0.0,0.0,0,0,Matches
2259,Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,33,1992.0,18.6,0,0,0,,0.0,0.0,,,0,0,Matches
2260,Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,26,2000.0,20.0,10,49,27,55.1,2.45,1.35,0.18,0.33,1,2,Matches
2261,Antoine Semenyo,gh GHA,"MF,FW",Manchester City,eng Premier League,26,2000.0,5.9,3,13,7,53.8,2.19,1.18,0.23,0.43,0,0,Matches
2262,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,28,1998.0,17.0,0,0,0,,0.0,0.0,,,0,0,Matches
2263,Marvin Senaya,tg TOG,"DF,MF",Auxerre,fr Ligue 1,25,2001.0,15.0,0,11,3,27.3,0.74,0.2,0.0,0.0,0,0,Matches
2264,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28,1997.0,25.5,0,13,5,38.5,0.51,0.2,0.0,0.0,0,0,Matches
2265,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28,1997.0,12.3,2,19,7,36.8,1.54,0.57,0.11,0.29,0,0,Matches
2266,Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,22,2003.0,3.5,1,13,2,15.4,3.74,0.58,0.08,0.5,0,0,Matches
2267,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22,2003.0,12.3,6,44,23,52.3,3.57,1.87,0.14,0.26,0,0,Matches
2268,Ryan Sessegnon,eng ENG,"DF,MF",Fulham,eng Premier League,25,2000.0,16.8,2,10,3,30.0,0.6,0.18,0.2,0.67,0,0,Matches
2269,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,33,1992.0,4.3,0,13,5,38.5,3.01,1.16,0.0,0.0,0,0,Matches
2270,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30,1995.0,25.1,0,4,2,50.0,0.16,0.08,0.0,0.0,0,0,Matches
2271,Kento Shiogai,jp JPN,MF,Wolfsburg,de Bundesliga,20,2005.0,2.2,1,4,3,75.0,1.8,1.35,0.25,0.33,0,0,Matches
2272,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27,1998.0,10.3,0,6,2,33.3,0.58,0.19,0.0,0.0,0,0,Matches
2273,Djibril Sidibé,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33,1992.0,17.9,3,7,4,57.1,0.39,0.22,0.29,0.5,1,2,Matches
2274,Armindo Sieb,de GER,FW,Mainz 05,de Bundesliga,23,2003.0,4.9,2,14,6,42.9,2.86,1.23,0.14,0.33,0,0,Matches
2275,Jamil Siebert,de GER,DF,Lecce,it Serie A,23,2002.0,6.9,0,3,1,33.3,0.43,0.14,0.0,0.0,0,0,Matches
2276,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28,1997.0,9.6,1,7,2,28.6,0.73,0.21,0.14,0.5,0,0,Matches
2277,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25,2000.0,12.0,0,5,3,60.0,0.42,0.25,0.0,0.0,0,0,Matches
2278,Mathys Silestrie,fr FRA,GK,Rennes,fr Ligue 1,20,2005.0,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
2279,André Silva,pt POR,FW,Elche,es La Liga,30,1995.0,12.4,6,31,14,45.2,2.5,1.13,0.16,0.36,1,1,Matches
2280,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31,1994.0,22.1,1,10,2,20.0,0.45,0.09,0.1,0.5,0,0,Matches
2281,Caio Henrique Oliveira Silva,br BRA,"DF,MF",Monaco,fr Ligue 1,28,1997.0,15.9,0,2,0,0.0,0.13,0.0,0.0,,0,0,Matches
2282,Fábio Silva,pt POR,"MF,FW",Dortmund,de Bundesliga,23,2002.0,5.3,1,14,4,28.6,2.63,0.75,0.07,0.25,0,0,Matches
2283,Jota Silva,pt POR,FW,Nottingham Forest,eng Premier League,26,1999.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
2284,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34,1991.0,4.0,0,0,0,,0.0,0.0,,,0,0,Matches
2285,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24,2001.0,2.8,1,6,3,50.0,2.13,1.06,0.17,0.33,0,0,Matches
2286,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30,1995.0,14.0,5,43,18,41.9,3.06,1.28,0.12,0.28,0,0,Matches
2287,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,23,2002.0,18.6,3,31,10,32.3,1.67,0.54,0.1,0.3,0,0,Matches
2288,Moses Simon,ng NGA,"MF,FW",Paris FC,fr Ligue 1,30,1995.0,14.5,3,25,7,28.0,1.72,0.48,0.12,0.43,0,0,Matches
2289,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28,1997.0,25.0,0,0,0,,0.0,0.0,,,0,0,Matches
2290,Xavi Simons,nl NED,"MF,FW",Tottenham Hotspur,eng Premier League,22,2003.0,16.3,1,32,8,25.0,1.97,0.49,0.03,0.13,0,0,Matches
2291,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22,2003.0,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
2292,Jahmai Simpson-Pusey,eng ENG,DF,Köln,de Bundesliga,20,2005.0,3.2,0,3,2,66.7,0.92,0.62,0.0,0.0,0,0,Matches
2293,Danel Sinani,lu LUX,MF,St Pauli,de Bundesliga,28,1997.0,14.5,4,34,12,35.3,2.34,0.83,0.03,0.08,3,3,Matches
2294,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,26,1999.0,21.0,6,57,23,40.4,2.72,1.1,0.05,0.13,3,4,Matches
2295,Ibrahima Sissoko,ml MLI,"MF,DF",Nantes,fr Ligue 1,28,1997.0,2.7,0,3,0,0.0,1.1,0.0,0.0,,0,0,Matches
2296,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29,1996.0,24.0,0,0,0,,0.0,0.0,,,0,0,Matches
2297,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,21,2004.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,0,0,Matches
2298,Tim Skarke,de GER,MF,Union Berlin,de Bundesliga,29,1996.0,4.4,1,11,5,45.5,2.51,1.14,0.09,0.2,0,0,Matches
2299,Ellyes Skhiri,tn TUN,MF,Eintracht Frankfurt,de Bundesliga,30,1995.0,11.2,0,5,0,0.0,0.45,0.0,0.0,,0,0,Matches
2300,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,26,1999.0,19.1,4,16,9,56.3,0.84,0.47,0.25,0.44,0,0,Matches
2301,Laurs Skjellerup,dk DEN,FW,Sassuolo,it Serie A,23,2002.0,0.1,0,1,0,0.0,9.0,0.0,0.0,,0,0,Matches
2302,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34,1991.0,11.7,0,0,0,,0.0,0.0,,,0,0,Matches
2303,Andreas Skov Olsen,dk DEN,MF,Wolfsburg,de Bundesliga,26,1999.0,4.0,1,7,2,28.6,1.74,0.5,0.14,0.5,0,0,Matches
2304,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,29,1996.0,2.4,0,1,0,0.0,0.41,0.0,0.0,,0,0,Matches
2305,Tobias Slotsager,dk DEN,DF,Hellas Verona,it Serie A,20,2006.0,4.6,0,3,1,33.3,0.65,0.22,0.0,0.0,0,0,Matches
2306,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34,1991.0,8.1,0,0,0,,0.0,0.0,,,0,0,Matches
2307,Eric Smith,se SWE,"DF,MF",St Pauli,de Bundesliga,29,1997.0,19.5,2,10,5,50.0,0.51,0.26,0.2,0.4,0,0,Matches
2308,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25,2000.0,15.1,3,25,7,28.0,1.66,0.46,0.12,0.43,0,0,Matches
2309,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25,2000.0,12.0,0,6,2,33.3,0.5,0.17,0.0,0.0,0,0,Matches
2310,Simon Sohm,ch SUI,MF,Bologna,it Serie A,24,2001.0,1.2,0,1,1,100.0,0.87,0.87,0.0,0.0,0,0,Matches
2311,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24,2001.0,7.9,0,5,0,0.0,0.64,0.0,0.0,,0,0,Matches
2312,Alex Sola,es ESP,"DF,MF",Getafe,es La Liga,26,1999.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
2313,Dominic Solanke,eng ENG,FW,Tottenham Hotspur,eng Premier League,28,1997.0,4.9,2,9,4,44.4,1.85,0.82,0.22,0.5,0,0,Matches
2314,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,29,1997.0,14.3,2,21,12,57.1,1.47,0.84,0.1,0.17,0,0,Matches
2315,Julio Soler,ar ARG,DF,Bournemouth,eng Premier League,21,2005.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
2316,Oumar Solet,fr FRA,DF,Udinese,it Serie A,26,2000.0,23.8,3,25,4,16.0,1.05,0.17,0.08,0.5,1,1,Matches
2317,Jhon Solis,co COL,MF,Girona,es La Liga,21,2004.0,4.2,0,3,2,66.7,0.71,0.47,0.0,0.0,0,0,Matches
2318,Manor Solomon,il ISR,"MF,FW",Fiorentina,it Serie A,26,1999.0,4.4,2,5,2,40.0,1.13,0.45,0.4,1.0,0,0,Matches
2319,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26,1999.0,1.7,1,2,1,50.0,1.2,0.6,0.5,1.0,0,0,Matches
2320,Hugo Solozabal,es ESP,MF,Getafe,es La Liga,23,2003.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
2321,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28,1997.0,2.0,0,0,0,,0.0,0.0,,,0,0,Matches
2322,Yann Sommer,ch SUI,GK,Inter,it Serie A,37,1988.0,24.0,0,0,0,,0.0,0.0,,,0,0,Matches
2323,Oliver Sonne,pe PER,DF,Burnley,eng Premier League,25,2000.0,1.9,1,3,1,33.3,1.6,0.53,0.33,1.0,0,0,Matches
2324,David Soria,es ESP,GK,Getafe,es La Liga,32,1993.0,25.0,0,0,0,,0.0,0.0,,,0,0,Matches
2325,Borna Sosa,hr CRO,"DF,MF",Crystal Palace,eng Premier League,28,1998.0,0.6,0,0,0,,0.0,0.0,,,0,0,Matches
2326,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,22,2003.0,10.1,0,2,1,50.0,0.2,0.1,0.0,0.0,0,0,Matches
2327,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,35,1990.0,1.3,0,2,0,0.0,1.59,0.0,0.0,,0,0,Matches
2328,Riccardo Sottil,it ITA,"FW,MF",Lecce,it Serie A,26,1999.0,11.6,1,19,3,15.8,1.63,0.26,0.05,0.33,0,0,Matches
2329,Tomáš Souček,cz CZE,MF,West Ham United,eng Premier League,30,1995.0,13.9,3,15,9,60.0,1.08,0.65,0.2,0.33,0,0,Matches
2330,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22,2003.0,18.6,6,42,14,33.3,2.26,0.75,0.14,0.43,0,0,Matches
2331,Aboubaka Soumahoro,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21,2005.0,1.5,0,0,0,,0.0,0.0,,,0,0,Matches
2332,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,25,2001.0,9.2,4,27,10,37.0,2.95,1.09,0.15,0.4,0,1,Matches
2333,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25,2000.0,21.8,6,50,18,36.0,2.3,0.83,0.1,0.28,1,3,Matches
2334,Souza,br BRA,DF,Tottenham Hotspur,eng Premier League,19,2006.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
2335,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26,1999.0,10.1,0,3,1,33.3,0.3,0.1,0.0,0.0,0,0,Matches
2336,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,29,1997.0,15.5,4,14,6,42.9,0.9,0.39,0.29,0.67,0,0,Matches
2337,Djed Spence,eng ENG,"DF,MF",Tottenham Hotspur,eng Premier League,25,2000.0,18.8,0,9,6,66.7,0.48,0.32,0.0,0.0,0,0,Matches
2338,Leonardo Spinazzola,it ITA,"MF,DF",Napoli,it Serie A,32,1993.0,15.3,3,18,7,38.9,1.18,0.46,0.17,0.43,0,0,Matches
2339,Anton Stach,de GER,MF,Leeds United,eng Premier League,27,1998.0,19.7,4,41,11,26.8,2.08,0.56,0.1,0.36,0,0,Matches
2340,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,29,1996.0,19.9,6,36,12,33.3,1.81,0.6,0.17,0.5,0,0,Matches
2341,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35,1990.0,8.2,0,5,1,20.0,0.61,0.12,0.0,0.0,0,0,Matches
2342,Nicolae Stanciu,ro ROU,MF,Genoa,it Serie A,32,1993.0,2.0,0,5,0,0.0,2.5,0.0,0.0,,0,1,Matches
2343,Otto Stange,de GER,DF,Hamburger SV,de Bundesliga,19,2007.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
2344,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25,2000.0,12.6,2,5,3,60.0,0.4,0.24,0.4,0.67,0,0,Matches
2345,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30,1995.0,14.6,0,4,1,25.0,0.27,0.07,0.0,0.0,0,0,Matches
2346,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30,1995.0,4.8,0,3,1,33.3,0.62,0.21,0.0,0.0,0,0,Matches
2347,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21,2004.0,2.4,4,8,6,75.0,3.38,2.54,0.5,0.67,0,0,Matches
2348,Calvin Stengs,nl NED,"FW,MF",Pisa,it Serie A,27,1998.0,0.2,0,2,1,50.0,9.47,4.74,0.0,0.0,0,0,Matches
2349,Pascal Stenzel,de GER,MF,Stuttgart,de Bundesliga,29,1996.0,1.2,0,3,1,33.3,2.55,0.85,0.0,0.0,0,0,Matches
2350,Leonidas Stergiou,ch SUI,DF,Heidenheim,de Bundesliga,23,2002.0,1.2,0,0,0,,0.0,0.0,,,0,0,Matches
2351,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23,2002.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
2352,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24,2001.0,19.8,1,8,4,50.0,0.4,0.2,0.13,0.25,0,1,Matches
2353,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32,1993.0,7.6,0,11,3,27.3,1.44,0.39,0.0,0.0,0,1,Matches
2354,Filip Stojilković,ch SUI,"MF,FW",Pisa,it Serie A,26,2000.0,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,0,0,Matches
2355,John Stones,eng ENG,DF,Manchester City,eng Premier League,31,1994.0,3.9,0,0,0,,0.0,0.0,,,0,0,Matches
2356,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,eng Premier League,26,2000.0,3.0,2,7,4,57.1,2.33,1.33,0.29,0.5,0,0,Matches
2357,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,26,2000.0,15.6,1,21,7,33.3,1.35,0.45,0.0,0.0,1,2,Matches
2358,Gabriel Strefezza,br BRA,FW,Parma,it Serie A,28,1997.0,2.2,0,5,1,20.0,2.24,0.45,0.0,0.0,0,0,Matches
2359,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26,1999.0,23.1,0,23,4,17.4,1.0,0.17,0.0,0.0,0,0,Matches
2360,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39,1986.0,2.4,3,8,6,75.0,3.29,2.47,0.0,0.0,3,4,Matches
2361,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24,2001.0,14.5,2,24,5,20.8,1.65,0.34,0.08,0.4,0,0,Matches
2362,Denis Suárez,es ESP,MF,Alavés,es La Liga,32,1994.0,10.9,1,5,3,60.0,0.46,0.28,0.2,0.33,0,0,Matches
2363,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28,1997.0,15.4,0,4,2,50.0,0.26,0.13,0.0,0.0,0,0,Matches
2364,Luka Sučić,hr CRO,"FW,MF",Real Sociedad,es La Liga,23,2002.0,4.5,1,8,3,37.5,1.78,0.67,0.13,0.33,0,0,Matches
2365,Petar Sucic,hr CRO,MF,Inter,it Serie A,22,2003.0,13.4,1,18,4,22.2,1.34,0.3,0.06,0.25,0,0,Matches
2366,Yukinari Sugawara,jp JPN,"DF,MF",Werder Bremen,de Bundesliga,25,2000.0,19.5,0,25,8,32.0,1.28,0.41,0.0,0.0,0,0,Matches
2367,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,25,2000.0,13.9,10,36,15,41.7,2.58,1.08,0.28,0.67,0,0,Matches
2368,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30,1995.0,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,0,0,Matches
2369,Ibrahim Sulemana,gh GHA,MF,Bologna,it Serie A,22,2003.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
2370,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,22,2003.0,2.9,1,5,2,40.0,1.7,0.68,0.2,0.5,0,0,Matches
2371,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,24,2002.0,8.1,2,14,8,57.1,1.72,0.98,0.14,0.25,0,0,Matches
2372,Crysencio Summerville,nl NED,"MF,FW",West Ham United,eng Premier League,24,2001.0,18.6,4,38,13,34.2,2.04,0.7,0.11,0.31,0,0,Matches
2373,Tomáš Suslov,sk SVK,"FW,MF",Hellas Verona,it Serie A,23,2002.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
2374,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,24,2001.0,12.7,3,30,12,40.0,2.37,0.95,0.1,0.25,0,0,Matches
2375,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23,2002.0,11.0,0,0,0,,0.0,0.0,,,0,0,Matches
2376,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,27,1999.0,8.3,3,17,7,41.2,2.06,0.85,0.18,0.43,0,0,Matches
2377,Daniel Svensson,se SWE,MF,Dortmund,de Bundesliga,24,2002.0,19.9,1,6,2,33.3,0.3,0.1,0.17,0.5,0,0,Matches
2378,Mile Svilar,rs SRB,GK,Roma,it Serie A,26,1999.0,26.0,0,0,0,,0.0,0.0,,,0,0,Matches
2379,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,22,2004.0,8.4,3,17,8,47.1,2.03,0.95,0.18,0.38,0,0,Matches
2380,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23,2002.0,10.8,0,5,1,20.0,0.46,0.09,0.0,0.0,0,0,Matches
2381,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,23,2002.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
2382,Abakar Sylla,ci CIV,DF,Nantes,fr Ligue 1,23,2002.0,0.7,0,2,0,0.0,2.77,0.0,0.0,,0,0,Matches
2383,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19,2006.0,0.7,0,0,0,,0.0,0.0,,,0,0,Matches
2384,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35,1990.0,6.0,0,0,0,,0.0,0.0,,,0,0,Matches
2385,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,25,2000.0,24.9,4,49,17,34.7,1.97,0.68,0.08,0.24,0,1,Matches
2386,Sebastian Szymański,pl POL,MF,Rennes,fr Ligue 1,26,1999.0,2.9,0,4,0,0.0,1.37,0.0,0.0,,0,0,Matches
2387,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,30,1995.0,14.6,9,43,25,58.1,2.95,1.72,0.21,0.36,0,0,Matches
2388,Jocelin Ta Bi,ci CIV,MF,Sunderland,eng Premier League,21,2005.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
2389,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,28,1997.0,15.9,3,35,15,42.9,2.21,0.95,0.09,0.2,0,0,Matches
2390,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31,1994.0,18.0,11,48,20,41.7,2.67,1.11,0.23,0.55,0,2,Matches
2391,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33,1992.0,10.9,0,12,1,8.3,1.1,0.09,0.0,0.0,0,0,Matches
2392,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,30,1996.0,17.5,2,8,5,62.5,0.46,0.29,0.25,0.4,0,0,Matches
2393,Kōta Takai,jp JPN,DF,Gladbach,de Bundesliga,21,2004.0,3.7,0,3,2,66.7,0.8,0.53,0.0,0.0,0,0,Matches
2394,Chemsdine Talbi,ma MAR,"MF,FW",Sunderland,eng Premier League,20,2005.0,12.0,3,17,6,35.3,1.41,0.5,0.18,0.5,0,0,Matches
2395,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27,1998.0,22.0,0,9,2,22.2,0.41,0.09,0.0,0.0,0,0,Matches
2396,Adrien Tameze,cm CMR,DF,Torino,it Serie A,32,1994.0,12.3,0,5,0,0.0,0.41,0.0,0.0,,0,0,Matches
2397,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27,1998.0,8.3,2,11,3,27.3,1.33,0.36,0.18,0.67,0,0,Matches
2398,Axel Tapé,fr FRA,"MF,DF",Leverkusen,de Bundesliga,18,2007.0,2.0,0,2,1,50.0,1.02,0.51,0.0,0.0,0,0,Matches
2399,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,27,1999.0,17.6,4,19,6,31.6,1.08,0.34,0.21,0.67,0,0,Matches
2400,James Tarkowski,eng ENG,DF,Everton,eng Premier League,33,1992.0,26.0,0,11,5,45.5,0.42,0.19,0.0,0.0,0,0,Matches
2401,César Tárrega,es ESP,DF,Valencia,es La Liga,23,2002.0,18.7,0,7,1,14.3,0.37,0.05,0.0,0.0,0,0,Matches
2402,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,18,2008.0,17.7,0,3,0,0.0,0.17,0.0,0.0,,0,0,Matches
2403,Nuno Tavares,pt POR,DF,Lazio,it Serie A,26,2000.0,8.0,0,9,0,0.0,1.13,0.0,0.0,,0,0,Matches
2404,Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,26,1999.0,19.7,5,43,13,30.2,2.18,0.66,0.07,0.23,2,2,Matches
2405,Kenneth Taylor,nl NED,MF,Lazio,it Serie A,23,2002.0,6.7,1,9,4,44.4,1.35,0.6,0.11,0.25,0,0,Matches
2406,Loum Tchaouna,fr FRA,"MF,FW",Burnley,eng Premier League,22,2003.0,9.0,1,15,6,40.0,1.66,0.66,0.07,0.17,0,0,Matches
2407,Jackson Tchatchoua,cm CMR,"MF,DF",Wolves,eng Premier League,24,2001.0,15.9,0,2,0,0.0,0.13,0.0,0.0,,0,0,Matches
2408,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,26,2000.0,20.3,0,24,4,16.7,1.18,0.2,0.0,0.0,0,0,Matches
2409,Mathys Tel,fr FRA,"MF,FW",Tottenham Hotspur,eng Premier League,20,2005.0,7.1,3,21,5,23.8,2.94,0.7,0.14,0.6,0,0,Matches
2410,Nathan Tella,ng NGA,MF,Leverkusen,de Bundesliga,26,1999.0,5.0,0,8,2,25.0,1.61,0.4,0.0,0.0,0,0,Matches
2411,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,30,1996.0,22.0,1,14,2,14.3,0.64,0.09,0.07,0.5,0,0,Matches
2412,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24,2001.0,3.0,0,0,0,,0.0,0.0,,,0,0,Matches
2413,Marc-André ter Stegen,de GER,GK,Girona,es La Liga,33,1992.0,2.0,0,0,0,,0.0,0.0,,,0,0,Matches
2414,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,23,2003.0,24.3,2,13,4,30.8,0.53,0.16,0.15,0.5,0,0,Matches
2415,Pietro Terracciano,it ITA,GK,Milan,it Serie A,35,1990.0,1.4,0,0,0,,0.0,0.0,,,0,0,Matches
2416,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,25,2000.0,5.5,1,5,1,20.0,0.9,0.18,0.2,1.0,0,0,Matches
2417,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,28,1997.0,5.0,3,12,4,33.3,2.42,0.81,0.25,0.75,0,0,Matches
2418,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24,2001.0,17.3,1,23,6,26.1,1.33,0.35,0.04,0.17,0,0,Matches
2419,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30,1995.0,17.0,1,13,3,23.1,0.76,0.18,0.08,0.33,0,0,Matches
2420,Jordan Teze,nl NED,"MF,DF",Monaco,fr Ligue 1,26,1999.0,17.9,0,8,2,25.0,0.45,0.11,0.0,0.0,0,0,Matches
